Date	CampaignId	CampaignName	AdGroupId	AdGroupName	AdId	Impressions	Clicks	Ctr	Cost	AvgCpc	Conversions	Revenue
2026-09-05	118776773	Поиск Корпоративы	5552984042	где отметить новогодний корпоратив	17770196279	1	0	0.00	0.00	--	0	0.00
2026-09-05	118776773	Поиск Корпоративы	5552984131	новогодний корпоратив в москве	17770196381	1	0	0.00	0.00	--	0	0.00
2026-09-05	700792082	Тест РСЯ Корпоративы	5628294387	новогодний корпоратив	17770196555	54	0	0.00	0.00	--	0	0.00
2026-09-05	700792082	Тест РСЯ Корпоративы	5628294387	новогодний корпоратив	17770196556	48	0	0.00	0.00	--	0	0.00
2026-09-05	700792082	Тест РСЯ Корпоративы	5628294388	корпоративный новый год	17770196557	14	0	0.00	0.00	--	0	0.00
2026-09-05	118776773	Поиск Корпоративы	5770058767	площадка для корпоратива	17776485005	2	0	0.00	0.00	--	0	0.00
2026-09-05	712849433	Поиск Банкеты квиз( конверсии)	5773918661	веранда банкет	1915822986185365502	1	0	0.00	0.00	--	0	0.00
2026-09-05	712849433	Поиск Банкеты квиз( конверсии)	5773918665	банкет на день рождения	1915822986185365506	2	1	50.00	115.12	115.12	1	0.00
2026-09-05	712849433	Поиск Банкеты квиз( конверсии)	5773918673	банкетная площадка	1915822986185365514	2	0	0.00	0.00	--	0	0.00
2026-09-05	712849433	Поиск Банкеты квиз( конверсии)	5773918675	банкетные залы	1915822986185365516	10	1	10.00	219.75	219.75	0	0.00
2026-09-05	712849433	Поиск Банкеты квиз( конверсии)	5773918676	Отметить день рождения в ресторане	1915822986185365517	5	0	0.00	0.00	--	0	0.00
2026-09-05	712849433	Поиск Банкеты квиз( конверсии)	5773918677	день рождения в ресторане	1915822986185365518	2	1	50.00	102.37	102.37	1	0.00
2026-09-05	712849433	Поиск Банкеты квиз( конверсии)	5773918687	банкетный зал 150	1915822986185365528	1	0	0.00	0.00	--	0	0.00
